1388584616,14440340060,6/12/19,594,
17783919914,153396460,6/12/19,881,
13241620846,11463975159,6/12/19,917,
12889906945,14626235993,6/12/19,4,
18902631231,15001308053,6/12/19,703,
11229225450,14409422333,6/12/19,635,
14409422333,12385618191,6/12/19,4,
1390597512,16424380633,6/12/19,745,
15476254104,17798839908,6/12/19,395,
19679659564,19820977271,6/12/19,270,
16579463966,12889906945,6/12/19,366,
12782888455,18216878733,6/12/19,15,
13901795249,13916523030,6/12/19,766,
11661130620,12795427119,6/12/19,497,
11463975159,15906427889,6/12/19,72,
17783919914,15476254104,6/12/19,536,
15536669286,16243538367,6/12/19,728,
15294229826,11970815182,6/12/19,526,
14557713468,16243538367,6/12/19,507,
15001308053,16483423580,6/12/19,32,
15487239334,14945979241,6/12/19,831,
15487239334,18902631231,6/12/19,582,
13241620846,13229502458,6/12/19,726,
19323339036,1388584616,6/12/19,673,
15294229826,16579463966,6/12/19,441,
12782888455,11950994446,6/12/19,320,
11463975159,16424380633,6/12/19,850,
11469976405,12889906945,6/12/19,807,
17783919914,12745243051,6/12/19,17,
17369785197,15731138593,6/12/19,818,
13901795249,11463975159,6/12/19,263,
15083730614,16357480783,6/12/19,85,
12782888455,16243538367,6/12/19,916,
15906427889,19820977271,6/12/19,81,
19563694378,17429306207,6/12/19,629,
16579463966,19741011955,6/12/19,316,
1390597512,16002436260,6/13/19,618,
14557713468,14626235993,6/13/19,779,
11661130620,14334295298,6/13/19,211,
14048419252,17702149395,6/13/19,534,
19820977271,1444224857,6/13/19,524,
18902631231,15083730614,6/13/19,481,
14409422333,1444224857,6/13/19,3,
11598161805,13229502458,6/13/19,11,
11598161805,13916523030,6/13/19,804,
11661130620,12556536354,6/13/19,335,
14931193,12385618191,6/13/19,871,
11636078495,15001308053,6/13/19,823,
1388584616,13978057568,6/13/19,778,
13901795249,18528032782,6/13/19,3,
16579463966,11469976405,6/13/19,524,
16579463966,19122279347,6/13/19,483,
14409422333,13248959311,6/13/19,5,
15476254104,11464951629,6/13/19,392,
11598161805,19823811311,6/13/19,297,
14048419252,12486840297,6/13/19,970,
16424681011,14945979241,6/13/19,336,
1444224857,11950994446,6/13/19,719,
19679659564,15906427889,6/13/19,712,
13901795249,16483423580,6/13/19,21,
14048419252,11343158025,6/13/19,456,
1390597512,13821418832,6/13/19,575,
12385618191,13229502458,6/13/19,214,
18632836160,13991952163,6/13/19,532,
17166679627,13916523030,6/13/19,290,
11229225450,14626235993,6/13/19,942,
13901795249,16424681011,6/13/19,173,
18632836160,12385618191,6/13/19,459,
11950994446,16560480842,6/13/19,935,
1390597512,18814457823,6/13/19,228,
14409422333,113593962,6/13/19,3,
11598161805,160828535,6/13/19,698,
11636078495,15001308053,6/13/19,118,
17884049536,12198822551,6/13/19,2,
16243538367,13916523030,6/13/19,243,
1388584616,12782888455,6/13/19,434,
11469976405,11636078495,6/13/19,903,
15487239334,13991952163,6/13/19,899,
13901795249,18528032782,6/13/19,309,
17449232834,15536669286,6/13/19,542,
1390597512,11661130620,6/13/19,159,
11229225450,11950994446,6/13/19,740,
12795427119,14471809824,6/13/19,557,
17783919914,16002436260,6/13/19,25,
19823811311,17783919914,6/13/19,539,
17449232834,15476254104,6/13/19,908,
12889906945,14353495506,6/13/19,0,
15294229826,11229225450,6/13/19,813,
16243538367,18632836160,6/13/19,172,
13901795249,13901795249,6/13/19,106,
14440340060,11469976405,6/13/19,542,
13916523030,11343158025,6/13/19,529,
14409422333,18088902520,6/13/19,7,
14440340060,17783919914,6/13/19,221,
16579463966,12795427119,6/13/19,395,
14048419252,18528032782,6/13/19,303,
11661130620,18814457823,6/13/19,553,
18814457823,1720118861,6/13/19,580,
113593962,14334295298,6/13/19,273,
1720118861,1226004041,6/13/19,506,
1390597512,18071067364,6/13/19,662,
1720118861,13360269431,6/13/19,998,
1210520304,11970815182,6/13/19,41,
13916523030,17166679627,6/13/19,554,
1388584616,1390597512,6/13/19,567,
11229225450,14334295298,6/13/19,424,
11636078495,17429306207,6/13/19,812,
